SKU;MPN;MPNR (GTIN/EAN);Marke;Artikelbezeichnung;Kategorie;Benutzerdefiniert;Mein EK-Preis;Mein Preis;Meine Versandkosten;Mein Gesamtpreis;UVP;Preise;Meine Position;Position (Gesamtpreis);Günstigster Preis;Günstigster Anbieter;Günstigster Gesamtpreis;Günstigster Gesamtpreis-Anbieter;Differenz zum günstigsten Preis;Differenz zum günstigsten Gesamtpreis;Medianpreis;Preisvorschlag;Preisvorschlag Info;Preisvorschlag berechnet;Mindestpreis;Standardpreis;Letzte Preisänderung eines Mitbewerbers;Letzter Preisabruf;Im Shop Tracker seit;Auf Watchlist;Aktualisiert im Artikelfeed
X7240962;e1944667;4054571496867;Cube;Cube Kathmandu Hybrid Pro 800 Schwarz Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:08:54 +0100;2026-02-06 05:57:01 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240963;e1944670;4054571496874;Cube;Cube Kathmandu Hybrid Pro 800 Schwarz Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:08:54 +0100;2026-02-06 06:05:17 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240964;e1944673;4054571496881;Cube;Cube Kathmandu Hybrid Pro 800 Schwarz Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 03:08:54 +0100;2026-02-06 03:18:18 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240965;e1944676;4054571496898;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104645;;3599.0;39.99;3638.99;3599.0;2;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:39:51 +0100;2026-02-06 03:17:46 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240966;e1944679;4054571496904;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104645;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;bike-discount.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-18 00:42:20 +0100;2026-02-06 03:17:23 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240967;e1944682;4054571496911;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104645;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 04:23:43 +0100;2026-02-06 03:19:30 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240968;e1944685;4054571496928;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104645;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 04:23:43 +0100;2026-02-06 03:12:58 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240969;e1944688;4054571496935;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104644;;3599.0;39.99;3638.99;3599.0;2;1;3;3599.0;fahrrad.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:40:37 +0100;2026-02-06 03:12:27 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240970;e1944691;4054571496942;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104644;;3599.0;39.99;3638.99;3599.0;3;1;3;3599.0;fahrrad.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 00:56:19 +0100;2026-02-06 03:12:24 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240971;e1944694;4054571496959;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104644;;3599.0;39.99;3638.99;3599.0;3;1;3;3599.0;fahrrad.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 00:56:19 +0100;2026-02-06 06:33:14 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240972;e1944697;4054571496966;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104644;;3599.0;39.99;3638.99;3599.0;3;1;3;3599.0;fahrrad.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 00:56:19 +0100;2026-02-06 05:56:30 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240973;e1944700;4054571496973;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;2;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:39:03 +0100;2026-02-06 03:13:14 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240974;e1944703;4054571496980;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 12:46:12 +0100;2026-02-06 03:12:07 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240975;e1944706;4054571496997;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 12:46:12 +0100;2026-02-06 03:18:15 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240976;e1944709;4054571497000;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;3;1;2;3599.0;lucky-bike.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 12:46:12 +0100;2026-02-06 06:39:29 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7240977;e1944712;4054571497017;Cube;Cube Kathmandu Hybrid Pro 800 Braun Modell 2026;Fahrräder;m000104643;;3599.0;39.99;3638.99;3599.0;2;1;2;3599.0;bike-discount.de;3599.0;bike-discount.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 12:46:12 +0100;2026-02-06 03:17:45 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:48 +0200
X7241044;e1944913;4054571497802;Cube;Cube Kathmandu Hybrid SLX 800 Silber Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;3;1;3;4499.0;fahrrad.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 10:44:37 +0100;2026-02-06 03:19:53 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7241045;e1944916;4054571497819;Cube;Cube Kathmandu Hybrid SLX 800 Silber Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;4;1;3;4499.0;fahrrad.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 02:41:24 +0100;2026-02-06 03:20:26 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7241046;e1944919;4054571497826;Cube;Cube Kathmandu Hybrid SLX 800 Silber Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;4;1;3;4499.0;fahrrad.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 02:41:24 +0100;2026-02-06 07:01:40 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7241047;e1944922;4054571497833;Cube;Cube Kathmandu Hybrid SLX 800 Silber Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;5;1;3;4499.0;fahrrad.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 16:30:47 +0100;2026-02-06 03:20:38 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:48 +0200
X7241058;e1944955;4054571497949;Cube;Cube Kathmandu Hybrid SLX 800 Grau Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;3;1;2;4499.0;lucky-bike.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-25 00:15:19 +0100;2026-02-06 03:20:11 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:49 +0200
X7241060;e1944961;4054571497963;Cube;Cube Kathmandu Hybrid SLX 800 Grau Modell 2026;Fahrräder;m000104651;;4499.0;39.99;4538.99;4499.0;3;1;2;4499.0;lucky-bike.de;4499.0;lucky-bike.de;0.0;39.99;4499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-25 00:15:19 +0100;2026-02-06 03:20:24 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:49 +0200
X7241378;e1945915;4054571502384;Cube;Cube Litening AERO C:68X Race Schwarz Modell 2026;Fahrräder;m000104661;;4999.0;39.99;5038.99;4999.0;3;1;2;4999.0;bike-discount.de;4999.0;bike-discount.de;0.0;39.99;4999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-27 16:50:17 +0100;2026-02-06 03:09:27 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:49 +0200
X7241379;e1945918;4054571502391;Cube;Cube Litening AERO C:68X Race Schwarz Modell 2026;Fahrräder;m000104661;;4999.0;39.99;5038.99;4999.0;3;1;2;4999.0;bike-discount.de;4999.0;bike-discount.de;0.0;39.99;4999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-27 07:12:58 +0100;2026-02-06 03:09:29 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:49 +0200
X7241388;e1945945;4054571502483;Cube;Cube Litening AERO C:68X SLX Grau Modell 2026;Fahrräder;m000104663;;7299.0;39.99;7338.99;7299.0;1;1;2;7299.0;bike-discount.de;7299.0;bike-discount.de;0.0;39.99;7299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 15:14:58 +0100;2026-02-06 03:19:42 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:50 +0200
X7241389;e1945948;4054571502490;Cube;Cube Litening AERO C:68X SLX Grau Modell 2026;Fahrräder;m000104663;;7299.0;39.99;7338.99;7299.0;2;1;2;7299.0;bike-discount.de;7299.0;bike-discount.de;0.0;39.99;7299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 23:40:07 +0100;2026-02-06 03:21:42 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:50 +0200
X7241390;e1945951;4054571502506;Cube;Cube Litening AERO C:68X SLX Grau Modell 2026;Fahrräder;m000104663;;7299.0;39.99;7338.99;7299.0;2;1;2;7299.0;bike-discount.de;7299.0;bike-discount.de;0.0;39.99;7299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 23:40:07 +0100;2026-02-06 06:38:51 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:50 +0200
X7241391;e1945954;4054571502513;Cube;Cube Litening AERO C:68X SLX Grau Modell 2026;Fahrräder;m000104663;;7299.0;39.99;7338.99;7299.0;2;1;2;7299.0;bike-discount.de;7299.0;bike-discount.de;0.0;39.99;7299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-11 00:16:02 +0100;2026-02-06 06:06:35 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:50 +0200
X7241392;e1945957;4054571502520;Cube;Cube Litening AERO C:68X SLX Grau Modell 2026;Fahrräder;m000104663;;7299.0;39.99;7338.99;7299.0;2;1;2;7299.0;bike-discount.de;7299.0;bike-discount.de;0.0;39.99;7299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 23:40:07 +0100;2026-02-06 03:20:43 +0100;2025-09-04 20:05:41 +0200;0;2026-04-01 20:01:50 +0200
X7241417;e1946032;4054571502773;Cube;Cube Litening AIR C:68X Race Schwarz Modell 2026;Fahrräder;m000104666;;5499.0;39.99;5538.99;5499.0;3;1;3;5499.0;fahrrad.de;5499.0;bike-discount.de;0.0;39.99;5499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:43:00 +0100;2026-02-06 05:28:33 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241419;e1946038;4054571502797;Cube;Cube Litening AIR C:68X Race Schwarz Modell 2026;Fahrräder;m000104666;;5499.0;39.99;5538.99;5499.0;3;1;3;5499.0;fahrrad.de;5499.0;bike-discount.de;0.0;39.99;5499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:29:56 +0100;2026-02-06 06:50:12 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241421;e1946044;4054571502810;Cube;Cube Litening AIR C:68X Race Schwarz Modell 2026;Fahrräder;m000104666;;5499.0;39.99;5538.99;5499.0;3;1;3;5499.0;fahrrad.de;5499.0;bike-discount.de;0.0;39.99;5499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:29:56 +0100;2026-02-06 03:20:42 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241422;e1946047;4054571502827;Cube;Cube Litening AIR C:68X Race Schwarz Modell 2026;Fahrräder;m000104666;;5499.0;39.99;5538.99;5499.0;3;1;3;5499.0;fahrrad.de;5499.0;bike-discount.de;0.0;39.99;5499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:29:56 +0100;2026-02-06 03:09:55 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241430;e1946071;4054571502902;Cube;Cube Litening AIR C:68X SLX Blau Modell 2026;Fahrräder;m000104668;;7499.0;39.99;7538.99;7499.0;2;1;2;7499.0;rabe-bike.de;7499.0;rabe-bike.de;0.0;39.99;7499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-07 15:10:57 +0100;2026-02-06 06:26:22 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241431;e1946074;4054571502919;Cube;Cube Litening AIR C:68X SLX Blau Modell 2026;Fahrräder;m000104668;;7499.0;39.99;7538.99;7499.0;2;1;2;7499.0;rabe-bike.de;7499.0;rabe-bike.de;0.0;39.99;7499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-07 10:17:17 +0100;2026-02-06 03:10:17 +0100;2025-09-04 20:05:41 +0200;1;2026-04-01 20:01:50 +0200
X7241433;e1946080;4054571502933;Cube;Cube Litening AIR C:68X SLX Blau Modell 2026;Fahrräder;m000104668;;7499.0;39.99;7538.99;7499.0;2;1;2;7499.0;rabe-bike.de;7499.0;rabe-bike.de;0.0;39.99;7499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-27 00:49:55 +0100;2026-02-06 05:31:13 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:50 +0200
X7241962;e1947667;4054571509864;Cube;Cube Nulane C:62 SLT Grün Modell 2026;Fahrräder;m000104673;;2299.0;39.99;2338.99;2299.0;2;1;2;2299.0;lucky-bike.de;2299.0;lucky-bike.de;0.0;39.99;2299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:10:36 +0100;2026-02-06 05:33:57 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7241964;e1947673;4054571509888;Cube;Cube Nulane C:62 SLT Grün Modell 2026;Fahrräder;m000104673;;2299.0;39.99;2338.99;2299.0;2;1;2;2299.0;lucky-bike.de;2299.0;lucky-bike.de;0.0;39.99;2299.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 11:30:23 +0100;2026-02-06 05:37:51 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7241955;e1947646;4054571509796;Cube;Cube Nulane C:62 SLX Blau Modell 2026;Fahrräder;m000104675;;1499.0;39.99;1538.99;1499.0;3;1;2;1499.0;lucky-bike.de;1499.0;lucky-bike.de;0.0;39.99;1499.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 04:47:11 +0100;2026-02-06 03:10:03 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7241957;e1947652;4054571509819;Cube;Cube Nulane C:62 SLX FE Blau Modell 2026;Fahrräder;m000104674;;1699.0;39.99;1738.99;1699.0;1;1;2;1699.0;multicycle.de;1699.0;multicycle.de;0.0;39.99;1699.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 19:44:34 +0100;2026-02-06 03:10:06 +0100;2025-09-04 20:05:42 +0200;0;2026-04-01 20:01:52 +0200
X7222672;e1891798;4054571500342;Cube;Cube Nulane Hybrid C:62 Race 400X Grau Modell 2026;Fahrräder;m000104679;;3199.0;39.99;3238.99;3199.0;3;1;3;3199.0;fahrrad.de;3199.0;rabe-bike.de;0.0;39.99;3199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-20 01:41:09 +0100;2026-02-06 05:28:55 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7222675;e1891807;4054571500373;Cube;Cube Nulane Hybrid C:62 Race 400X FE Grau Modell 2026;Fahrräder;m000104678;;3399.0;39.99;3438.99;3399.0;5;1;3;3399.0;fahrrad.de;3399.0;multicycle.de;0.0;39.99;3399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-16 00:08:30 +0100;2026-02-06 03:13:08 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7222678;e1891816;4054571500403;Cube;Cube Nulane Hybrid C:62 Race 400X FE Grau Modell 2026;Fahrräder;m000104678;;3399.0;39.99;3438.99;3399.0;4;1;3;3399.0;fahrrad.de;3399.0;lucky-bike.de;0.0;39.99;3399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-18 00:00:57 +0100;2026-02-06 03:12:24 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7222679;e1891819;4054571500410;Cube;Cube Nulane Hybrid C:62 Race 400X FE Grau Modell 2026;Fahrräder;m000104678;;3399.0;39.99;3438.99;3399.0;4;1;3;3399.0;fahrrad.de;3399.0;lucky-bike.de;0.0;39.99;3399.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-18 00:00:57 +0100;2026-02-06 03:12:20 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:52 +0200
X7241936;e1947589;4054571509604;Cube;Cube Nulane Race Orange Modell 2026;Fahrräder;m000104690;;999.0;39.99;1038.99;999.0;2;1;2;999.0;lucky-bike.de;999.0;lucky-bike.de;0.0;39.99;999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 13:13:03 +0100;2026-02-06 05:36:43 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241937;e1947592;4054571509611;Cube;Cube Nulane Race Orange Modell 2026;Fahrräder;m000104690;;999.0;39.99;1038.99;999.0;2;1;2;999.0;bike-discount.de;999.0;bike-discount.de;0.0;39.99;999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 20:41:21 +0100;2026-02-06 05:33:54 +0100;2025-09-04 20:05:42 +0200;0;2026-04-01 20:01:53 +0200
X7241938;e1947595;4054571509628;Cube;Cube Nulane Race Orange Modell 2026;Fahrräder;m000104690;;999.0;39.99;1038.99;999.0;3;1;2;999.0;lucky-bike.de;999.0;lucky-bike.de;0.0;39.99;999.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-02 20:41:21 +0100;2026-02-06 05:36:58 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241944;e1947613;4054571509680;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104688;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:47:40 +0100;2026-02-06 05:33:32 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241945;e1947616;4054571509697;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104688;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:50:38 +0100;2026-02-06 05:33:55 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241946;e1947619;4054571509703;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104688;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:50:38 +0100;2026-02-06 05:37:49 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241947;e1947622;4054571509710;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104688;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:50:38 +0100;2026-02-06 05:36:27 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241948;e1947625;4054571509727;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104688;;1199.0;39.99;1238.99;1199.0;2;1;2;1199.0;bike-discount.de;1199.0;bike-discount.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:50:38 +0100;2026-02-06 05:34:18 +0100;2025-09-04 20:05:42 +0200;0;2026-04-01 20:01:53 +0200
X7241949;e1947628;4054571509734;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104687;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 15:37:14 +0100;2026-02-06 05:36:44 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7241950;e1947631;4054571509741;Cube;Cube Nulane Race FE Orange Modell 2026;Fahrräder;m000104687;;1199.0;39.99;1238.99;1199.0;3;1;2;1199.0;lucky-bike.de;1199.0;lucky-bike.de;0.0;39.99;1199.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-03 05:50:07 +0100;2026-02-06 05:34:16 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7240783;e1944130;4054571494702;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104699;;3599.0;39.99;3638.99;3599.0;3;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-15 03:49:56 +0100;2026-02-06 05:36:07 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7240784;e1944133;4054571494719;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104699;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-15 03:49:56 +0100;2026-02-06 06:36:24 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7240785;e1944136;4054571494726;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104699;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-15 03:49:56 +0100;2026-02-06 05:33:40 +0100;2025-09-04 20:05:42 +0200;1;2026-04-01 20:01:53 +0200
X7240786;e1944139;4054571494733;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104699;;3599.0;39.99;3638.99;3599.0;4;1;3;3599.0;fahrrad.de;3599.0;lucky-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-02-15 03:49:56 +0100;2026-02-06 05:36:17 +0100;2025-09-04 20:05:43 +0200;1;2026-04-01 20:01:53 +0200
X7240790;e1944151;4054571494771;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104698;;3599.0;39.99;3638.99;3599.0;2;1;2;3599.0;rabe-bike.de;3599.0;rabe-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-28 18:18:47 +0100;2026-02-06 03:08:36 +0100;2025-09-04 20:05:43 +0200;0;2026-04-01 20:01:53 +0200
X7240793;e1944160;4054571494801;Cube;Cube Nuride Hybrid EXC 800 Grün Modell 2026;Fahrräder;m000104697;;3599.0;39.99;3638.99;3599.0;2;1;2;3599.0;rabe-bike.de;3599.0;rabe-bike.de;0.0;39.99;3599.0;;Keine Mindestpreis gesetzt. Artikel übersprungen.;;;;2026-03-25 00:12:43 +0100;2026-02-06 06:49:08 +0100;2025-09-04 20:05:43 +0200;1;2026-04-01 20:01:53 +0200
